Age,Spent,Type,Package,Class
17,4878619,VIP,799
22,7378137,Employee,999
14,3039257,VIP,999
31,4826819,Employee,599
6,7493929,Customer,899
22,1192587,Employee,1899
15,7611831,Customer,1099
30,8306946,Customer,399
11,4574016,Employee,699
47,9604498,Employee,1099
11,872445,Employee,399
39,7691007,VIP,999
36,4562157,Employee,899
33,3785691,VIP,899
27,8673097,Employee,399
20,4461792,Customer,699
42,8236196,Customer,199
43,6052396,Employee,1699
33,3330240,Customer,1899
46,4752149,Employee,599
26,4778454,Customer,699
20,5246261,Customer,1699
5,3139816,Employee,199
4,9848572,Employee,799
22,2871495,Customer,599
18,9215290,Employee,1499
45,8157305,VIP,599
4,9969336,VIP,299
25,6486741,Customer,699
15,7404522,Employee,999
21,4496261,Employee,299
4,931083,Customer,2099
15,2260569,VIP,2099
47,142610,Employee,199
7,4699585,Employee,2099
3,2529847,Customer,999
5,5742979,Employee,1499
1,6741165,Employee,299
30,8837214,Customer,999
42,806174,Customer,2099
29,1150252,Employee,899
6,8310485,Customer,899
36,2555028,Employee,599
47,2601722,Customer,399
43,3897565,Customer,899
42,9508653,Customer,1499
44,1220211,Employee,699
3,6057056,Customer,899
44,2200470,Employee,799
1,2438960,Employee,399
27,1740581,Employee,2099
9,4096690,Employee,499
42,5585623,VIP,199
9,131839,Employee,599
42,555307,Employee,899
8,6038409,VIP,299
35,2918926,VIP,599
13,6930162,VIP,2099
13,8702860,Employee,699
49,3255787,Customer,299
48,8550923,Customer,499
9,3683186,Customer,399
0,204580,Employee,1899
27,5732336,VIP,1499
40,3374076,VIP,499
16,145055,Employee,699
2,8336957,VIP,199
28,245538,Employee,1099
32,5027296,Customer,599
10,8782861,VIP,899
10,652579,Employee,699
17,3066870,Employee,999
11,2901674,VIP,999
47,3821448,Customer,899
41,2354965,Customer,1899
1,5461211,Customer,1899
45,7332182,Customer,2099
42,6262476,VIP,2099
28,125658,Customer,699
18,1961021,Customer,399
43,393000,VIP,1899
24,4804275,Employee,1099
9,5241682,Customer,2099
18,6699669,Customer,799
1,518075,Employee,899
34,6543985,VIP,899
16,7838170,Employee,2099
38,3169527,Employee,499
30,5210102,Employee,499
44,5893115,Customer,499
7,4908915,VIP,2099
9,5726913,Employee,299
18,1881378,Employee,1899
19,2914640,VIP,999
3,4060202,VIP,1899
27,26938,Customer,399
15,1164698,VIP,299
33,3019128,Employee,899
50,9947694,VIP,1099
3,461129,Employee,1099
