Age,Spent,Type,Package,Class
26,7252236,VIP,599
21,69708,VIP,1099
3,467186,VIP,1699
43,6031397,Customer,499
12,4427524,Customer,999
39,1747109,VIP,699
8,5990082,VIP,1099
15,5152483,Customer,799
26,1872618,Employee,499
47,3723311,Employee,799
35,2595870,Employee,1899
38,1540506,Employee,699
27,9570305,VIP,1699
42,5562321,VIP,299
37,3654591,VIP,2099
41,747999,Employee,499
33,5987391,Customer,1099
22,1151443,Customer,699
20,9121466,Employee,399
41,2891973,VIP,1699
48,2571028,Customer,799
28,5483937,VIP,1699
29,5509616,Employee,899
26,5888515,Customer,2099
13,2320343,Employee,1899
42,3612695,VIP,899
43,8962606,Customer,999
28,329503,Employee,299
9,9957759,Employee,1899
4,7435673,Customer,599
13,9975678,Customer,199
12,4138600,VIP,499
32,6332539,VIP,299
33,3529044,Customer,1699
28,3671555,Customer,299
32,6877631,Customer,699
41,9152841,Employee,699
16,3600493,VIP,499
19,1974062,VIP,1099
9,8638630,VIP,1099
0,9653213,Employee,499
34,7562858,Employee,799
32,6041617,VIP,299
36,7391115,VIP,1699
36,1506572,Customer,799
47,2636287,VIP,1499
29,2813874,Customer,799
28,9048155,VIP,599
44,7164495,Employee,1099
37,9334321,Employee,1899
44,8085903,Customer,199
36,3368969,VIP,1499
17,31792,VIP,399
21,8604304,Employee,399
29,1352746,Employee,699
7,1412513,Employee,699
46,1334763,Customer,199
32,6458841,Employee,599
8,5076283,VIP,399
13,3768751,VIP,2099
33,3058191,VIP,1099
15,8567645,VIP,199
21,3884099,VIP,999
32,2762641,VIP,399
41,1426390,VIP,699
24,1896841,Employee,799
47,2627615,VIP,599
48,5117135,VIP,1699
13,14657,Employee,699
10,103429,VIP,1099
0,3634328,VIP,1499
35,6433119,Employee,199
8,9855008,VIP,799
26,4623023,Employee,399
38,1119927,Employee,499
13,1692822,VIP,199
17,5197748,Employee,1899
50,8968522,VIP,999
17,7727930,VIP,1499
30,3130453,VIP,399
9,9756884,Customer,199
4,1202124,Customer,299
7,4015391,VIP,299
46,5331949,Customer,1699
47,1655836,Employee,2099
41,5398566,Customer,599
19,3265181,Employee,799
5,720800,Customer,1499
35,4492447,Employee,199
48,9766125,Customer,299
43,6591905,Customer,1499
8,7830072,VIP,1099
5,5734129,VIP,999
15,2407027,Employee,1499
11,5998480,VIP,299
48,4468932,Customer,999
48,6840359,Employee,599
38,9117702,Customer,2099
3,6602573,Employee,299
19,1098922,Customer,299
