Age,Spent,Type,Package,Class
20,2228302,Employee,899
1,7682896,Employee,1899
25,4604105,Customer,899
37,9275510,Customer,299
9,4263496,Customer,399
1,221791,Employee,1899
20,2440070,VIP,1099
12,8438851,Employee,499
23,565608,Employee,399
4,666325,VIP,399
29,6984195,VIP,1699
18,9937343,VIP,2099
36,7709895,VIP,799
34,7641392,VIP,2099
10,3520760,Employee,699
24,9462387,Customer,199
35,8740131,Employee,399
18,7136027,Customer,1099
9,6169308,VIP,599
31,5546904,Employee,1099
19,2379463,Customer,2099
0,1294585,Employee,599
25,9922853,Employee,1699
22,7242566,Employee,999
40,6600246,VIP,999
40,6442462,Employee,1899
33,1865363,Customer,499
26,9579380,Customer,1699
41,3127646,VIP,999
0,1093012,Employee,2099
8,2455047,VIP,599
27,766081,VIP,299
49,9786755,VIP,499
8,9141149,Employee,399
48,1399060,VIP,1099
39,9167555,Employee,2099
2,3361319,VIP,2099
50,2104703,Customer,199
41,9420739,VIP,1699
5,5184162,Customer,399
1,3188007,Customer,799
36,8174996,Customer,299
19,4892436,VIP,199
25,6163981,Employee,2099
3,8568439,Customer,999
9,7719796,VIP,199
7,5167024,VIP,199
33,8449725,VIP,1699
7,8322370,Customer,599
49,9902986,Employee,1499
31,1300249,Employee,399
15,7366469,Employee,899
2,1888279,Customer,1899
47,338958,Employee,299
45,1286681,Employee,1699
9,8681875,Employee,799
39,7718712,Customer,299
47,9843027,Customer,799
11,2706181,VIP,599
2,9028758,VIP,999
1,813720,VIP,1499
38,6449570,Employee,1899
35,1104148,Employee,699
49,1998327,Customer,2099
11,1529564,VIP,1099
5,1089815,Customer,799
2,6147647,Customer,1099
3,5262315,Employee,1499
6,1451088,VIP,1899
38,7378380,VIP,399
49,3161379,Customer,699
29,3902265,VIP,499
34,157563,VIP,1699
33,6336393,VIP,1499
35,5667075,VIP,999
37,6330841,Employee,999
29,1108246,Customer,1699
27,2133856,Customer,899
29,1862947,VIP,999
19,9533674,Employee,699
10,104948,Employee,699
47,9227661,VIP,599
0,3643186,Employee,1899
22,3046968,VIP,1499
44,5362219,Employee,1699
19,3235673,VIP,2099
25,3463638,Customer,299
21,8830570,VIP,299
36,2648245,Customer,1099
9,3296803,VIP,2099
4,3155456,Employee,199
31,2469614,VIP,999
10,2372032,Employee,999
19,8643534,VIP,1699
9,7471921,Employee,199
33,1258974,VIP,1699
5,399735,Employee,999
37,812177,VIP,899
22,2461809,Employee,499
10,4941366,VIP,2099
