Age,Spent,Type,Package,Class
30,9203292,Employee,2099
39,8911684,Customer,1699
9,7187806,VIP,1099
41,7242488,VIP,1099
25,5318789,Employee,899
33,1256498,VIP,599
49,1627597,Employee,1499
3,9606031,Customer,1899
25,3162670,VIP,999
0,1886181,Employee,399
3,3828045,Employee,199
47,1937018,Employee,999
44,1356742,VIP,199
27,3764900,VIP,299
5,632018,VIP,699
46,8750695,Employee,2099
13,1274620,Customer,199
18,3376828,Customer,1499
33,421325,Employee,599
25,3196214,VIP,599
25,2625614,Employee,2099
47,5924305,Employee,1899
1,2847740,VIP,1099
24,6351739,Customer,699
32,2603364,Employee,299
46,5630252,Employee,699
33,3351435,Customer,199
34,3931334,Customer,1699
10,7240790,VIP,1699
34,6445643,Customer,699
41,4962012,Employee,799
39,1859118,VIP,199
19,6336865,Customer,1099
30,4471707,Customer,899
29,3899368,VIP,1899
49,5540299,Customer,1899
44,8304431,Customer,399
48,8878376,Customer,999
28,3330383,Employee,999
29,3115404,VIP,1899
14,8993910,VIP,799
15,2384432,Customer,199
19,677395,Employee,499
44,9077471,VIP,1099
24,8940232,Employee,1699
32,8118892,Employee,1899
44,9196205,Employee,799
31,500861,VIP,1099
48,8514295,VIP,899
7,782228,Customer,999
43,134124,VIP,899
30,2848315,Employee,1099
29,6904303,Employee,299
50,9228839,Customer,1099
30,7263580,VIP,699
21,482589,VIP,499
23,7646284,VIP,2099
26,9242037,Employee,2099
33,5956376,Employee,999
4,8602609,Customer,899
48,9283734,Employee,2099
14,7859240,Customer,999
13,3704193,Employee,199
31,9401039,Employee,599
11,382887,VIP,1099
9,3174063,Employee,399
25,9595418,Customer,899
10,2373910,Employee,799
39,8533115,Customer,199
35,5039464,VIP,699
21,8744420,VIP,799
29,668430,Customer,1899
35,900411,Employee,1099
0,4110758,VIP,1899
13,5210331,VIP,699
19,9573569,Employee,299
10,2034286,Customer,1899
17,4227246,Employee,2099
22,7287649,Customer,1899
43,7953696,Customer,899
50,2582347,Employee,999
34,1346945,Customer,1499
11,7895059,VIP,899
49,8023355,Customer,799
25,602302,Employee,299
20,4381438,Employee,799
2,6515168,Employee,1099
21,2256650,Employee,1699
34,1538062,Employee,399
30,2142944,VIP,1899
8,5244421,Employee,499
37,9683505,Customer,899
47,4017833,Customer,199
23,5767735,VIP,199
31,8993840,Customer,499
47,6389903,Customer,2099
12,9393281,Employee,199
12,8647638,VIP,1699
14,7827526,VIP,1499
16,5739844,Employee,999
