Age,Spent,Type,Package,Class
4,3416400,Customer,599
47,3203297,Customer,1699
10,5084400,Employee,599
3,4323088,Employee,1899
47,8118294,Customer,699
8,246461,Employee,1899
16,6989360,Employee,1899
45,8815972,Customer,899
9,380905,VIP,999
44,8226877,Employee,2099
27,1064469,VIP,199
5,4875370,Customer,1899
36,961118,Employee,599
41,2641705,Customer,399
47,4349596,Employee,799
7,544492,Customer,599
45,9839176,Customer,1499
33,466449,Employee,899
38,5262853,Employee,799
29,5972668,VIP,299
38,220878,Employee,699
25,5422490,Customer,499
41,9984802,Employee,999
15,4187791,Employee,699
4,5084091,Employee,1099
13,9143616,VIP,1499
45,9792092,VIP,599
28,1978985,Customer,899
27,809467,Employee,599
21,5094045,Customer,1699
28,8059304,Customer,299
37,383489,Employee,1699
45,4773341,VIP,999
9,3982429,Customer,199
27,433424,Customer,2099
3,6129321,Employee,299
11,2751207,Employee,1099
13,4044063,VIP,599
7,9480747,VIP,499
13,9966193,Customer,799
9,7715267,Employee,1499
22,2763960,VIP,1099
1,6940926,Employee,599
43,4122305,Employee,399
4,414841,VIP,2099
10,5921934,VIP,899
38,5410557,Employee,1099
10,3200474,VIP,499
12,9153665,Customer,1099
16,9851388,VIP,299
39,3395532,Employee,299
47,8817678,Employee,399
40,6992359,VIP,199
4,6670765,Employee,999
13,4594816,Employee,599
34,7539248,Employee,1499
43,4292911,VIP,599
28,5337683,Employee,399
48,2518959,Employee,799
23,582990,Employee,1499
23,7502478,VIP,699
18,3483458,VIP,499
21,6772240,Customer,1699
43,9032486,Customer,399
38,670376,Customer,199
12,825821,Employee,999
38,8349735,Employee,1099
27,4496527,Customer,999
7,5650150,VIP,299
28,8066667,Customer,899
25,5315147,Employee,1699
28,7770312,VIP,599
28,8287940,Customer,799
13,5310440,VIP,2099
26,926967,Customer,799
12,3148744,Customer,1099
37,2140915,VIP,199
15,7709139,Employee,699
42,3602384,VIP,299
26,3727363,Employee,1899
1,9524036,Customer,1499
22,5647643,VIP,1699
30,9256901,VIP,699
20,8787503,VIP,1699
1,500802,Customer,1899
27,7729729,Customer,1099
26,5050551,Employee,999
27,9865325,Customer,399
20,7561861,Employee,299
2,8915300,Employee,299
0,4472730,VIP,1099
41,6069959,Customer,999
21,4586521,Employee,899
32,7082702,Employee,2099
38,8636062,Employee,2099
1,660694,Employee,299
10,9942980,Customer,1099
18,3757971,Employee,199
49,9754850,Employee,299
17,1011159,Customer,1099
