Age,Spent,Type,Package,Class
30,6942615,Employee,199
42,2551680,Employee,1899
15,7643826,VIP,299
25,5313586,Customer,799
2,1296528,Employee,999
12,6371738,Customer,1099
29,3871288,Employee,2099
48,2740264,Employee,599
21,1017802,VIP,199
15,468225,Employee,1499
36,3780178,Employee,999
19,4491191,VIP,499
9,7669890,VIP,299
24,8864919,Customer,1499
28,3283659,Customer,699
45,4315515,Customer,499
32,5181930,VIP,1499
49,8585950,Employee,299
36,3459969,VIP,999
44,6347792,VIP,999
30,8941244,VIP,499
27,4721775,Employee,2099
36,445962,VIP,799
13,1736388,VIP,2099
38,8219345,Employee,299
21,4323715,Employee,1099
39,9222261,Employee,799
36,7950932,Customer,1499
13,1186076,Employee,1499
28,6373573,Customer,199
44,6783064,VIP,899
29,120859,VIP,299
22,3684769,VIP,599
35,9715375,Employee,1699
17,7985142,Customer,299
40,6575080,VIP,1099
36,4722041,VIP,1899
16,7987148,Customer,999
39,8020722,Customer,1099
9,904065,VIP,399
8,6718471,VIP,199
28,2163006,Employee,499
40,1866933,VIP,1699
9,793253,Customer,699
45,9968656,Employee,499
12,9302172,Employee,999
15,9346061,Employee,599
8,4795629,Customer,999
29,3828734,Employee,1899
37,2257485,Customer,1899
12,2624335,Customer,2099
38,7417447,VIP,999
30,6685246,Customer,2099
8,2028466,Employee,899
24,6203877,VIP,299
47,6353575,Employee,599
47,7234990,VIP,899
50,4485686,Customer,299
34,9399903,VIP,1699
30,3581605,Customer,999
34,7722189,Employee,1899
13,5597257,VIP,699
10,2070688,Customer,1099
34,8415866,Customer,599
22,7424732,Employee,899
27,3486830,Employee,999
36,1016895,Customer,699
5,5946392,Employee,599
18,5668327,Customer,799
48,6677184,Customer,899
24,742000,Customer,899
50,2248097,VIP,499
7,2117803,VIP,899
40,6893628,VIP,699
17,3764206,Employee,199
36,6497273,VIP,2099
48,1827172,VIP,599
38,7444854,Employee,1499
28,2300335,VIP,1899
18,5689867,VIP,699
13,6357542,VIP,499
28,6128274,VIP,299
34,1915164,VIP,1899
0,3775463,Customer,999
20,5751925,Employee,899
25,7915349,Employee,1899
37,6667088,Employee,899
22,498340,Employee,799
4,2177921,VIP,1499
4,143494,Customer,399
6,8367141,VIP,1099
2,5987091,VIP,399
6,2805074,VIP,699
25,7678661,VIP,699
0,9840940,Employee,599
45,1548721,Employee,1499
49,2092834,Customer,999
42,4027698,Employee,899
22,36620,Customer,599
36,1660541,VIP,299
