Age,Spent,Type,Package,Class
24,2160521,VIP,399
21,7966603,Customer,899
6,8099794,VIP,299
33,1712647,Customer,299
5,1483426,VIP,1899
47,4821880,Customer,299
35,5260632,VIP,899
3,5063282,Customer,399
31,8047012,VIP,199
40,8032164,VIP,499
24,5086094,Customer,699
1,5947202,VIP,2099
8,3803688,Employee,1899
30,8296493,VIP,1899
25,154925,VIP,299
6,7972067,Employee,799
5,7470348,Employee,2099
48,7777579,Customer,1899
0,4080801,Employee,399
36,6579173,Employee,1099
1,4105280,VIP,499
2,5390039,Customer,899
14,6757373,Employee,1099
12,2515490,VIP,1699
46,4430689,VIP,799
39,6181452,Employee,1099
4,5333234,Employee,299
16,6503953,VIP,1699
31,4201240,VIP,799
24,3417885,Employee,399
41,1753009,VIP,1099
1,4918755,Customer,1499
47,6334466,Employee,1699
35,2613004,Customer,299
15,9338624,VIP,399
49,6371420,VIP,199
35,2719735,Customer,1499
13,1314364,Customer,199
43,9038192,Employee,399
40,5849733,Customer,2099
10,3837261,Customer,2099
3,8961655,Customer,199
3,4035497,Employee,2099
46,1990297,Customer,1099
5,2320654,Customer,1699
50,4571336,Customer,499
40,5075658,Customer,199
36,2125051,VIP,199
6,946323,Customer,399
39,1479503,VIP,1699
21,2927565,Employee,2099
34,2394533,Employee,699
41,4719749,Customer,699
5,5055659,Customer,599
23,9892137,Customer,2099
37,5130702,VIP,599
11,8237880,VIP,199
35,6263181,Employee,699
19,1658531,Customer,599
31,9649602,Employee,799
17,7425183,VIP,399
17,9736540,Employee,499
30,5595853,VIP,299
12,3748482,Employee,199
11,6184248,Employee,1099
27,9250831,Customer,1699
19,8567090,VIP,999
40,3042471,VIP,399
23,8180740,Employee,999
9,9071773,Employee,1699
7,2904277,Customer,999
31,4704505,VIP,1499
48,6979130,VIP,1099
2,6038908,Customer,699
48,5502128,Customer,499
25,3398120,Customer,499
18,6356355,Customer,1699
11,7305593,VIP,299
19,4246675,VIP,799
4,3233184,VIP,999
23,9461444,VIP,399
43,2341010,Customer,1499
14,5872322,VIP,499
32,2088548,Customer,199
48,4338624,VIP,499
27,2409883,Customer,699
3,2197774,Customer,1699
43,2319170,Employee,299
2,7085353,Employee,199
47,4628789,VIP,1099
26,6104084,Employee,1499
0,7221181,Customer,799
37,8090438,Employee,1699
7,6739417,Employee,199
20,6425090,Employee,699
24,9539926,Employee,199
24,3802191,VIP,1899
18,1659189,VIP,199
11,3100148,Employee,199
25,6370008,Employee,699
