Age,Spent,Type,Package,Class
37,5999826,Customer,599
20,4667161,VIP,999
13,2080415,Employee,199
38,8149842,VIP,1899
45,6348118,Employee,399
47,6641891,Employee,299
21,5989879,Customer,1899
13,3341021,VIP,299
22,9913613,VIP,699
31,279804,Customer,499
37,5733103,Employee,399
18,9699621,VIP,1899
4,1877961,Employee,699
45,6077068,VIP,799
48,1368661,Employee,999
37,2944340,VIP,399
23,290141,Employee,199
34,117591,Customer,599
15,8837759,VIP,599
16,3268787,Employee,1499
29,5711323,VIP,1699
20,6780265,VIP,1699
13,4639590,VIP,599
35,6203579,VIP,399
19,4514461,Customer,2099
12,1244887,Customer,899
34,5932503,Customer,199
34,7588044,Employee,1699
26,5459003,VIP,1699
46,9311,Employee,799
11,1311334,Customer,799
21,682997,VIP,699
4,2322143,VIP,199
44,5254890,VIP,999
5,8066947,Customer,1499
7,6365459,VIP,999
15,9649468,Employee,299
12,3469130,VIP,1899
42,4550173,Employee,1099
31,3225932,Employee,599
32,8777546,VIP,1099
50,3560292,Customer,999
48,523934,Employee,499
26,2194305,Customer,1499
0,9124262,Customer,499
29,2302311,Employee,999
16,9442866,Customer,199
2,2765484,Employee,999
5,7160910,Customer,899
35,6842377,Employee,2099
33,3837535,Customer,899
34,9006319,VIP,1699
16,3984112,Employee,1099
13,2466988,Employee,199
16,4725920,Employee,299
28,6303886,Customer,499
16,3523784,Employee,699
13,7441719,Customer,1099
37,5136535,VIP,999
19,9899362,Employee,1499
34,4943873,Employee,1699
8,6298264,VIP,299
47,4010835,Employee,599
26,9342545,Customer,1499
34,7517541,Customer,999
40,9656263,Customer,399
31,25266,VIP,1099
7,8710338,Customer,1699
27,6925605,VIP,599
32,193085,Customer,999
38,205218,Customer,1099
22,6629533,Employee,499
10,2664065,Employee,399
0,4860389,Customer,1099
8,5173439,VIP,199
22,4241580,Customer,299
46,7754725,VIP,199
15,973464,VIP,1699
23,281779,VIP,2099
38,9258322,VIP,2099
2,3610191,Employee,999
12,5021966,Customer,899
13,6953236,Employee,499
40,1082320,Customer,2099
16,60877,VIP,299
2,3818722,Employee,599
15,353942,VIP,599
16,9429572,Customer,1499
46,2869294,VIP,1499
41,6831304,Customer,999
45,563235,Employee,999
28,4638467,Employee,799
11,3175115,Customer,1499
42,2164035,Customer,1499
32,6034647,VIP,899
31,7857287,VIP,499
11,3848068,Customer,1499
22,820598,Customer,1499
13,7211852,Customer,699
5,2771861,Customer,399
