Age,Spent,Type,Package,Class
16,5252026,VIP,899
28,5326729,VIP,1699
6,4769673,Employee,599
17,195759,VIP,999
12,762748,Employee,899
26,47040,VIP,999
18,2172208,Employee,199
25,2089290,Customer,399
40,3563269,Customer,899
46,4467673,Customer,399
17,5631072,Employee,599
20,4503976,VIP,299
36,9521101,VIP,1499
47,2273576,VIP,1699
49,7827409,VIP,799
15,1253013,VIP,1899
45,3790480,VIP,1499
28,3072419,Employee,799
47,5288688,Customer,2099
7,8793138,Employee,899
24,8686861,Employee,799
43,2339108,VIP,399
3,6240212,Customer,999
0,6701108,Customer,1699
25,8254732,Customer,1699
19,6448053,Employee,699
16,2778003,Employee,599
29,1942371,VIP,499
28,4659102,VIP,299
16,2853474,Employee,2099
9,9165869,VIP,599
49,4960009,VIP,399
27,9913202,Customer,499
21,9339559,Employee,199
25,2420236,Customer,399
23,6027477,Customer,1099
22,2824578,Customer,699
50,4619288,Employee,299
26,9480855,VIP,499
0,1370143,Customer,1899
29,2645975,Employee,1099
30,4257361,Customer,1699
30,8007302,Customer,399
21,9421808,Employee,2099
29,4734696,Customer,999
33,532482,VIP,899
37,2751486,Employee,699
6,6034168,Employee,199
31,4080688,Employee,499
42,2086191,Customer,599
18,505051,Employee,1099
3,5237878,Customer,1699
2,3628157,VIP,1899
17,1825222,Employee,1499
15,6606846,Customer,499
6,9261998,Employee,999
50,4793871,Customer,299
47,6473353,Employee,799
33,281614,Customer,699
20,755197,VIP,1699
33,1653110,VIP,399
46,2669173,VIP,2099
26,4636201,Employee,199
35,8060109,VIP,1699
13,3224139,Employee,1499
46,4811169,VIP,899
44,8141660,VIP,699
18,7236963,Customer,1099
44,4664549,Employee,1699
24,3096028,VIP,499
49,6352429,VIP,799
23,5954026,Customer,999
20,1328073,Employee,999
45,1199792,VIP,1699
44,1996356,Customer,1499
2,5274965,Employee,899
6,1676,Employee,2099
2,7074679,Customer,699
48,8641253,Employee,199
28,6249941,Customer,699
0,62537,VIP,699
2,911813,Employee,799
35,6991992,VIP,199
43,3188804,Employee,1099
3,6549344,Customer,799
32,6686895,VIP,499
3,7404168,Employee,299
27,5508258,VIP,2099
44,9089296,Employee,199
27,740198,Customer,199
34,2469194,Employee,199
48,4275296,Employee,1899
26,4862943,Employee,2099
30,9264008,Employee,999
11,837133,VIP,999
14,4225100,Employee,599
28,5042534,VIP,1499
33,7736586,Employee,1099
28,7789144,Employee,1099
15,7586881,Employee,199
