Age,Spent,Type,Package,Class
23,6271831,Employee,499
49,43703,Customer,399
47,8601927,Customer,1699
33,5342936,VIP,599
31,4402163,Customer,1099
39,4127643,VIP,1899
20,9801908,Customer,799
44,8752878,Employee,1499
1,894446,Employee,1099
11,1642440,VIP,699
38,2555356,VIP,1699
2,2819467,Customer,1899
3,6242316,Employee,899
12,3508676,Employee,499
36,5247018,Customer,2099
36,2863256,Employee,1099
39,1391841,VIP,599
48,5051044,Customer,199
25,6155012,VIP,1699
36,4151351,Customer,1099
13,8795834,Customer,1899
3,9049618,Customer,1899
26,4298880,Employee,1899
16,3523707,Employee,1099
30,8384111,VIP,199
5,7750341,VIP,799
5,7360560,Customer,1499
49,1462264,Employee,999
36,1004938,Employee,899
9,1280006,VIP,499
41,5583998,VIP,2099
21,2807513,Customer,499
24,8017671,Customer,999
8,404937,VIP,599
26,5772969,Employee,699
19,5116605,Customer,599
17,2152078,VIP,899
48,8697757,VIP,599
7,7843749,VIP,699
1,1723724,Customer,1899
12,7161703,Customer,1699
6,3010556,Employee,999
39,7574943,Customer,1499
44,5739812,Customer,1499
34,2149395,Customer,299
0,4962412,VIP,899
8,1280039,VIP,2099
36,9086231,Customer,899
50,275317,Customer,1699
8,4083876,Employee,199
48,3912810,VIP,899
24,4075645,Customer,999
48,6235638,Customer,499
14,411173,Customer,899
3,8646942,VIP,1499
45,5031278,Customer,899
2,5265321,VIP,899
36,6704720,Customer,199
26,9562951,VIP,1499
12,1542929,VIP,1099
44,378269,VIP,199
42,2011759,Employee,499
9,1702441,VIP,1099
35,3639058,VIP,199
34,6755203,Employee,1099
11,8605324,Employee,199
46,155768,VIP,2099
17,9309487,VIP,1499
29,3954843,Employee,499
24,6285422,VIP,1099
15,5453373,Customer,399
9,9092970,Employee,1499
11,611726,Employee,1099
26,2641283,Customer,199
45,5981825,Customer,1899
17,4101247,VIP,1899
48,2349804,VIP,299
3,4508634,Customer,1499
41,4281139,Customer,999
10,5474629,VIP,299
30,4043371,Employee,2099
12,3871509,VIP,599
0,354436,VIP,1099
40,8950393,VIP,599
46,6286851,VIP,1899
48,734101,Customer,399
43,7967616,Employee,999
7,3585078,Employee,499
36,4625482,Employee,499
34,5020378,VIP,1699
33,3841372,VIP,1499
14,5139812,Customer,1899
47,2466577,Employee,699
42,4832008,Customer,599
24,4054852,VIP,299
46,1429913,VIP,799
29,4332836,Customer,799
49,9863243,VIP,1699
22,490534,Employee,1099
22,1887177,Customer,499
